temp,atemp,hum,windspeed,cnt_day,season,dteday,mnth,weekday,weathersit,casual,registered,source,cnt_hour,season_label,hour,month,temp_group,hum_group,windspeed_group
0.220833,0.198246,0.537917,0.36195,1530.0,1,2011-02-08,2,Tuesday,1,0.0,0.0,Day,,Spring,0,2,Dingin,Sedang,Sedang
0.134783,0.144283,0.494783,0.188839,1605.0,1,2011-02-09,2,Wednesday,2,0.0,0.0,Day,,Spring,0,2,Dingin,Sedang,Lambat
0.144348,0.149548,0.437391,0.221935,1538.0,1,2011-02-10,2,Thursday,1,0.0,0.0,Day,,Spring,0,2,Dingin,Sedang,Sedang
0.189091,0.213509,0.506364,0.10855,1746.0,1,2011-02-11,2,Friday,1,0.0,0.0,Day,,Spring,0,2,Dingin,Sedang,Lambat
0.2225,0.232954,0.544167,0.203367,1472.0,1,2011-02-12,2,Saturday,1,0.0,0.0,Day,,Spring,0,2,Dingin,Sedang,Sedang
0.316522,0.324113,0.457391,0.260883,1589.0,1,2011-02-13,2,Sunday,1,0.0,0.0,Day,,Spring,0,2,Sedang,Sedang,Sedang
0.415,0.39835,0.375833,0.38061125,1913.0,1,2011-02-14,2,Monday,1,0.0,0.0,Day,,Spring,0,2,Sedang,Rendah,Sedang
0.266087,0.254274,0.314348,0.291374,1815.0,1,2011-02-15,2,Tuesday,1,0.0,0.0,Day,,Spring,0,2,Dingin,Rendah,Sedang
0.318261,0.3162,0.423478,0.251791,2115.0,1,2011-02-16,2,Wednesday,1,0.0,0.0,Day,,Spring,0,2,Sedang,Sedang,Sedang
0.435833,0.428658,0.505,0.230104,2475.0,1,2011-02-17,2,Thursday,1,0.0,0.0,Day,,Spring,0,2,Sedang,Sedang,Sedang
0.521667,0.511983,0.516667,0.264925,2927.0,1,2011-02-18,2,Friday,1,0.0,0.0,Day,,Spring,0,2,Sedang,Sedang,Sedang
0.399167,0.391404,0.20468725,0.38061125,1635.0,1,2011-02-19,2,Saturday,1,0.0,0.0,Day,,Spring,0,2,Sedang,Rendah,Sedang
0.285217,0.27733,0.407826,0.223235,1812.0,1,2011-02-20,2,Sunday,1,0.0,0.0,Day,,Spring,0,2,Dingin,Sedang,Sedang
0.303333,0.284075,0.605,0.307846,1107.0,1,2011-02-21,2,Monday,2,0.0,0.0,Day,,Spring,0,2,Sedang,Sedang,Sedang
0.182222,0.186033,0.577778,0.195683,1450.0,1,2011-02-22,2,Tuesday,1,0.0,0.0,Day,,Spring,0,2,Dingin,Sedang,Lambat
0.221739,0.245717,0.423043,0.094113,1917.0,1,2011-02-23,2,Wednesday,1,0.0,0.0,Day,,Spring,0,2,Dingin,Sedang,Lambat
0.295652,0.289191,0.697391,0.250496,1807.0,1,2011-02-24,2,Thursday,2,0.0,0.0,Day,,Spring,0,2,Dingin,Sedang,Sedang
0.364348,0.350461,0.712174,0.346539,1461.0,1,2011-02-25,2,Friday,2,0.0,0.0,Day,,Spring,0,2,Sedang,Tinggi,Sedang
0.2825,0.282192,0.537917,0.186571,1969.0,1,2011-02-26,2,Saturday,1,0.0,0.0,Day,,Spring,0,2,Dingin,Sedang,Lambat
0.343478,0.351109,0.68,0.125248,2402.0,1,2011-02-27,2,Sunday,1,0.0,0.0,Day,,Spring,0,2,Sedang,Sedang,Lambat
0.407273,0.400118,0.876364,0.289686,1446.0,1,2011-02-28,2,Monday,2,0.0,0.0,Day,,Spring,0,2,Sedang,Tinggi,Sedang
0.266667,0.263879,0.535,0.216425,1851.0,1,2011-03-01,3,Tuesday,1,0.0,0.0,Day,,Spring,0,3,Dingin,Sedang,Sedang
0.335,0.320071,0.449583,0.307833,2134.0,1,2011-03-02,3,Wednesday,1,0.0,0.0,Day,,Spring,0,3,Sedang,Sedang,Sedang
0.198333,0.200133,0.318333,0.225754,1685.0,1,2011-03-03,3,Thursday,1,0.0,0.0,Day,,Spring,0,3,Dingin,Rendah,Sedang
0.261667,0.255679,0.610417,0.203346,1944.0,1,2011-03-04,3,Friday,2,0.0,0.0,Day,,Spring,0,3,Dingin,Sedang,Sedang
0.384167,0.378779,0.789167,0.251871,2077.0,1,2011-03-05,3,Saturday,2,0.0,0.0,Day,,Spring,0,3,Sedang,Tinggi,Sedang
0.376522,0.366252,0.948261,0.343287,605.0,1,2011-03-06,3,Sunday,2,0.0,0.0,Day,,Spring,0,3,Sedang,Tinggi,Sedang
0.261739,0.238461,0.551304,0.341352,1872.0,1,2011-03-07,3,Monday,1,0.0,0.0,Day,,Spring,0,3,Dingin,Sedang,Sedang
0.2925,0.3024,0.420833,0.12065,2133.0,1,2011-03-08,3,Tuesday,1,0.0,0.0,Day,,Spring,0,3,Dingin,Sedang,Lambat
0.295833,0.286608,0.775417,0.22015,1891.0,1,2011-03-09,3,Wednesday,2,0.0,0.0,Day,,Spring,0,3,Dingin,Tinggi,Sedang
0.389091,0.385668,0.20468725,0.261877,623.0,1,2011-03-10,3,Thursday,3,0.0,0.0,Day,,Spring,0,3,Sedang,Rendah,Sedang
0.316522,0.305,0.649565,0.23297,1977.0,1,2011-03-11,3,Friday,2,0.0,0.0,Day,,Spring,0,3,Sedang,Sedang,Sedang
0.329167,0.32575,0.594583,0.220775,2132.0,1,2011-03-12,3,Saturday,1,0.0,0.0,Day,,Spring,0,3,Sedang,Sedang,Sedang
0.384348,0.380091,0.527391,0.270604,2417.0,1,2011-03-13,3,Sunday,1,0.0,0.0,Day,,Spring,0,3,Sedang,Sedang,Sedang
0.325217,0.332,0.496957,0.136926,2046.0,1,2011-03-14,3,Monday,1,0.0,0.0,Day,,Spring,0,3,Sedang,Sedang,Lambat
0.317391,0.318178,0.655652,0.184309,2056.0,1,2011-03-15,3,Tuesday,2,0.0,0.0,Day,,Spring,0,3,Sedang,Sedang,Lambat
0.365217,0.36693,0.776522,0.203117,2192.0,1,2011-03-16,3,Wednesday,2,0.0,0.0,Day,,Spring,0,3,Sedang,Tinggi,Sedang
0.415,0.410333,0.602917,0.209579,2744.0,1,2011-03-17,3,Thursday,1,0.0,0.0,Day,,Spring,0,3,Sedang,Sedang,Sedang
0.54,0.527009,0.525217,0.231017,3239.0,1,2011-03-18,3,Friday,1,0.0,0.0,Day,,Spring,0,3,Sedang,Sedang,Sedang
0.4725,0.466525,0.379167,0.368167,3117.0,1,2011-03-19,3,Saturday,1,0.0,0.0,Day,,Spring,0,3,Sedang,Rendah,Sedang
0.3325,0.32575,0.47375,0.207721,2471.0,1,2011-03-20,3,Sunday,1,0.0,0.0,Day,,Spring,0,3,Sedang,Sedang,Sedang
0.430435,0.409735,0.737391,0.288783,2077.0,2,2011-03-21,3,Monday,2,0.0,0.0,Day,,Summer,0,3,Sedang,Tinggi,Sedang
0.441667,0.440642,0.624583,0.22575,2703.0,2,2011-03-22,3,Tuesday,1,0.0,0.0,Day,,Summer,0,3,Sedang,Sedang,Sedang
0.346957,0.337939,0.839565,0.234261,2121.0,2,2011-03-23,3,Wednesday,2,0.0,0.0,Day,,Summer,0,3,Sedang,Tinggi,Sedang
0.285,0.270833,0.805833,0.243787,1865.0,2,2011-03-24,3,Thursday,2,0.0,0.0,Day,,Summer,0,3,Dingin,Tinggi,Sedang
0.264167,0.256312,0.495,0.230725,2210.0,2,2011-03-25,3,Friday,1,0.0,0.0,Day,,Summer,0,3,Dingin,Sedang,Sedang
0.265833,0.257571,0.394167,0.209571,2496.0,2,2011-03-26,3,Saturday,1,0.0,0.0,Day,,Summer,0,3,Dingin,Rendah,Sedang
0.253043,0.250339,0.493913,0.1843,1693.0,2,2011-03-27,3,Sunday,2,0.0,0.0,Day,,Summer,0,3,Dingin,Sedang,Lambat
0.264348,0.257574,0.302174,0.212204,2028.0,2,2011-03-28,3,Monday,1,0.0,0.0,Day,,Summer,0,3,Dingin,Rendah,Sedang
0.3025,0.292908,0.314167,0.226996,2425.0,2,2011-03-29,3,Tuesday,1,0.0,0.0,Day,,Summer,0,3,Sedang,Rendah,Sedang
0.3,0.29735,0.646667,0.172888,1536.0,2,2011-03-30,3,Wednesday,2,0.0,0.0,Day,,Summer,0,3,Sedang,Sedang,Lambat
0.268333,0.257575,0.918333,0.217646,1685.0,2,2011-03-31,3,Thursday,3,0.0,0.0,Day,,Summer,0,3,Dingin,Tinggi,Sedang
0.3,0.283454,0.68625,0.258708,2227.0,2,2011-04-01,4,Friday,2,0.0,0.0,Day,,Summer,0,4,Sedang,Sedang,Sedang
0.315,0.315637,0.65375,0.197146,2252.0,2,2011-04-02,4,Saturday,2,0.0,0.0,Day,,Summer,0,4,Sedang,Sedang,Lambat
0.378333,0.378767,0.48,0.182213,3249.0,2,2011-04-03,4,Sunday,1,0.0,0.0,Day,,Summer,0,4,Sedang,Sedang,Lambat
0.573333,0.542929,0.42625,0.38061125,3115.0,2,2011-04-04,4,Monday,1,0.0,0.0,Day,,Summer,0,4,Sedang,Sedang,Sedang
0.414167,0.39835,0.642083,0.38061125,1795.0,2,2011-04-05,4,Tuesday,2,0.0,0.0,Day,,Summer,0,4,Sedang,Sedang,Sedang
0.390833,0.387608,0.470833,0.263063,2808.0,2,2011-04-06,4,Wednesday,1,0.0,0.0,Day,,Summer,0,4,Sedang,Sedang,Sedang
0.4375,0.433696,0.602917,0.162312,3141.0,2,2011-04-07,4,Thursday,1,0.0,0.0,Day,,Summer,0,4,Sedang,Sedang,Lambat
0.335833,0.324479,0.83625,0.226992,1471.0,2,2011-04-08,4,Friday,2,0.0,0.0,Day,,Summer,0,4,Sedang,Tinggi,Sedang
0.3425,0.341529,0.8775,0.133083,2455.0,2,2011-04-09,4,Saturday,2,0.0,0.0,Day,,Summer,0,4,Sedang,Tinggi,Lambat
0.426667,0.426737,0.8575,0.146767,2895.0,2,2011-04-10,4,Sunday,2,0.0,0.0,Day,,Summer,0,4,Sedang,Tinggi,Lambat
0.595652,0.565217,0.716956,0.324474,3348.0,2,2011-04-11,4,Monday,2,0.0,0.0,Day,,Summer,0,4,Sedang,Tinggi,Sedang
0.5025,0.493054,0.739167,0.274879,2034.0,2,2011-04-12,4,Tuesday,2,0.0,0.0,Day,,Summer,0,4,Sedang,Tinggi,Sedang
0.4125,0.417283,0.819167,0.250617,2162.0,2,2011-04-13,4,Wednesday,2,0.0,0.0,Day,,Summer,0,4,Sedang,Tinggi,Sedang
0.4675,0.462742,0.540417,0.1107,3267.0,2,2011-04-14,4,Thursday,1,0.0,0.0,Day,,Summer,0,4,Sedang,Sedang,Lambat
0.446667,0.441913,0.67125,0.226375,3126.0,2,2011-04-15,4,Friday,1,0.0,0.0,Day,,Summer,0,4,Sedang,Sedang,Sedang
0.430833,0.425492,0.888333,0.340808,795.0,2,2011-04-16,4,Saturday,3,0.0,0.0,Day,,Summer,0,4,Sedang,Tinggi,Sedang
0.456667,0.445696,0.479583,0.303496,3744.0,2,2011-04-17,4,Sunday,1,0.0,0.0,Day,,Summer,0,4,Sedang,Sedang,Sedang
0.5125,0.503146,0.5425,0.163567,3429.0,2,2011-04-18,4,Monday,1,0.0,0.0,Day,,Summer,0,4,Sedang,Sedang,Lambat
0.505833,0.489258,0.665833,0.157971,3204.0,2,2011-04-19,4,Tuesday,2,0.0,0.0,Day,,Summer,0,4,Sedang,Sedang,Lambat
0.595,0.564392,0.614167,0.241925,3944.0,2,2011-04-20,4,Wednesday,1,0.0,0.0,Day,,Summer,0,4,Sedang,Sedang,Sedang
0.459167,0.453892,0.407083,0.325258,4189.0,2,2011-04-21,4,Thursday,1,0.0,0.0,Day,,Summer,0,4,Sedang,Sedang,Sedang
0.336667,0.321954,0.729583,0.219521,1683.0,2,2011-04-22,4,Friday,2,0.0,0.0,Day,,Summer,0,4,Sedang,Tinggi,Sedang
0.46,0.450121,0.887917,0.230725,4036.0,2,2011-04-23,4,Saturday,2,0.0,0.0,Day,,Summer,0,4,Sedang,Tinggi,Sedang
0.581667,0.551763,0.810833,0.192175,4191.0,2,2011-04-24,4,Sunday,2,0.0,0.0,Day,,Summer,0,4,Sedang,Tinggi,Lambat
0.606667,0.5745,0.776667,0.185333,4073.0,2,2011-04-25,4,Monday,1,0.0,0.0,Day,,Summer,0,4,Sedang,Tinggi,Lambat
0.631667,0.594083,0.729167,0.3265,4400.0,2,2011-04-26,4,Tuesday,1,0.0,0.0,Day,,Summer,0,4,Sedang,Tinggi,Sedang
0.62,0.575142,0.835417,0.3122,3872.0,2,2011-04-27,4,Wednesday,2,0.0,0.0,Day,,Summer,0,4,Sedang,Tinggi,Sedang
0.6175,0.578929,0.700833,0.320908,4058.0,2,2011-04-28,4,Thursday,2,0.0,0.0,Day,,Summer,0,4,Sedang,Tinggi,Sedang
0.51,0.497463,0.457083,0.240063,4595.0,2,2011-04-29,4,Friday,1,0.0,0.0,Day,,Summer,0,4,Sedang,Sedang,Sedang
0.4725,0.464021,0.503333,0.235075,5312.0,2,2011-04-30,4,Saturday,1,0.0,0.0,Day,,Summer,0,4,Sedang,Sedang,Sedang
0.451667,0.448204,0.762083,0.106354,3351.0,2,2011-05-01,5,Sunday,2,0.0,0.0,Day,,Summer,0,5,Sedang,Tinggi,Lambat
0.549167,0.532833,0.73,0.183454,4401.0,2,2011-05-02,5,Monday,2,0.0,0.0,Day,,Summer,0,5,Sedang,Tinggi,Lambat
0.616667,0.582079,0.697083,0.342667,4451.0,2,2011-05-03,5,Tuesday,2,0.0,0.0,Day,,Summer,0,5,Sedang,Sedang,Sedang
0.414167,0.40465,0.737083,0.328996,2633.0,2,2011-05-04,5,Wednesday,2,0.0,0.0,Day,,Summer,0,5,Sedang,Tinggi,Sedang
0.459167,0.441917,0.444167,0.295392,4433.0,2,2011-05-05,5,Thursday,1,0.0,0.0,Day,,Summer,0,5,Sedang,Sedang,Sedang
0.479167,0.474117,0.59,0.228246,4608.0,2,2011-05-06,5,Friday,1,0.0,0.0,Day,,Summer,0,5,Sedang,Sedang,Sedang
0.52,0.512621,0.54125,0.16045,4714.0,2,2011-05-07,5,Saturday,1,0.0,0.0,Day,,Summer,0,5,Sedang,Sedang,Lambat
0.528333,0.518933,0.631667,0.0746375,4333.0,2,2011-05-08,5,Sunday,1,0.0,0.0,Day,,Summer,0,5,Sedang,Sedang,Lambat
0.5325,0.525246,0.58875,0.176,4362.0,2,2011-05-09,5,Monday,1,0.0,0.0,Day,,Summer,0,5,Sedang,Sedang,Lambat
0.5325,0.522721,0.489167,0.115671,4803.0,2,2011-05-10,5,Tuesday,1,0.0,0.0,Day,,Summer,0,5,Sedang,Sedang,Lambat
0.5425,0.5284,0.632917,0.120642,4182.0,2,2011-05-11,5,Wednesday,1,0.0,0.0,Day,,Summer,0,5,Sedang,Sedang,Lambat
0.535,0.523363,0.7475,0.189667,4864.0,2,2011-05-12,5,Thursday,1,0.0,0.0,Day,,Summer,0,5,Sedang,Tinggi,Lambat
0.5125,0.4943,0.863333,0.179725,4105.0,2,2011-05-13,5,Friday,2,0.0,0.0,Day,,Summer,0,5,Sedang,Tinggi,Lambat
0.520833,0.500629,0.9225,0.13495,3409.0,2,2011-05-14,5,Saturday,2,0.0,0.0,Day,,Summer,0,5,Sedang,Tinggi,Lambat
0.5625,0.536,0.867083,0.152979,4553.0,2,2011-05-15,5,Sunday,2,0.0,0.0,Day,,Summer,0,5,Sedang,Tinggi,Lambat
0.5775,0.550512,0.787917,0.126871,3958.0,2,2011-05-16,5,Monday,1,0.0,0.0,Day,,Summer,0,5,Sedang,Tinggi,Lambat
0.561667,0.538529,0.837917,0.277354,4123.0,2,2011-05-17,5,Tuesday,2,0.0,0.0,Day,,Summer,0,5,Sedang,Tinggi,Sedang
0.55,0.527158,0.87,0.201492,3855.0,2,2011-05-18,5,Wednesday,2,0.0,0.0,Day,,Summer,0,5,Sedang,Tinggi,Sedang
0.530833,0.510742,0.829583,0.108213,4575.0,2,2011-05-19,5,Thursday,2,0.0,0.0,Day,,Summer,0,5,Sedang,Tinggi,Lambat
0.536667,0.529042,0.719583,0.125013,4917.0,2,2011-05-20,5,Friday,1,0.0,0.0,Day,,Summer,0,5,Sedang,Tinggi,Lambat
0.6025,0.571975,0.626667,0.12065,5805.0,2,2011-05-21,5,Saturday,1,0.0,0.0,Day,,Summer,0,5,Sedang,Sedang,Lambat
0.604167,0.5745,0.749583,0.148008,4660.0,2,2011-05-22,5,Sunday,1,0.0,0.0,Day,,Summer,0,5,Sedang,Tinggi,Lambat
0.631667,0.590296,0.81,0.233842,4274.0,2,2011-05-23,5,Monday,2,0.0,0.0,Day,,Summer,0,5,Sedang,Tinggi,Sedang
0.66,0.604813,0.740833,0.207092,4492.0,2,2011-05-24,5,Tuesday,2,0.0,0.0,Day,,Summer,0,5,Sedang,Tinggi,Sedang
0.660833,0.615542,0.69625,0.154233,4978.0,2,2011-05-25,5,Wednesday,1,0.0,0.0,Day,,Summer,0,5,Sedang,Sedang,Lambat
0.708333,0.654688,0.6775,0.199642,4677.0,2,2011-05-26,5,Thursday,1,0.0,0.0,Day,,Summer,0,5,Panas,Sedang,Lambat
0.681667,0.637008,0.65375,0.240679,4679.0,2,2011-05-27,5,Friday,1,0.0,0.0,Day,,Summer,0,5,Sedang,Sedang,Sedang
0.655833,0.612379,0.729583,0.230092,4758.0,2,2011-05-28,5,Saturday,1,0.0,0.0,Day,,Summer,0,5,Sedang,Tinggi,Sedang
0.6675,0.61555,0.81875,0.213938,4788.0,2,2011-05-29,5,Sunday,1,0.0,0.0,Day,,Summer,0,5,Sedang,Tinggi,Sedang
0.733333,0.671092,0.685,0.131225,4098.0,2,2011-05-30,5,Monday,1,0.0,0.0,Day,,Summer,0,5,Panas,Sedang,Lambat
0.775,0.725383,0.636667,0.111329,3982.0,2,2011-05-31,5,Tuesday,1,0.0,0.0,Day,,Summer,0,5,Panas,Sedang,Lambat
0.764167,0.720967,0.677083,0.207092,3974.0,2,2011-06-01,6,Wednesday,2,0.0,0.0,Day,,Summer,0,6,Panas,Sedang,Sedang
0.715,0.643942,0.305,0.292287,4968.0,2,2011-06-02,6,Thursday,1,0.0,0.0,Day,,Summer,0,6,Panas,Rendah,Sedang
0.62,0.587133,0.354167,0.253121,5312.0,2,2011-06-03,6,Friday,1,0.0,0.0,Day,,Summer,0,6,Sedang,Rendah,Sedang
0.635,0.594696,0.45625,0.123142,5342.0,2,2011-06-04,6,Saturday,1,0.0,0.0,Day,,Summer,0,6,Sedang,Sedang,Lambat
0.648333,0.616804,0.6525,0.138692,4906.0,2,2011-06-05,6,Sunday,2,0.0,0.0,Day,,Summer,0,6,Sedang,Sedang,Lambat
0.678333,0.621858,0.6,0.121896,4548.0,2,2011-06-06,6,Monday,1,0.0,0.0,Day,,Summer,0,6,Sedang,Sedang,Lambat
0.7075,0.65595,0.597917,0.187808,4833.0,2,2011-06-07,6,Tuesday,1,0.0,0.0,Day,,Summer,0,6,Panas,Sedang,Lambat
0.775833,0.727279,0.622083,0.136817,4401.0,2,2011-06-08,6,Wednesday,1,0.0,0.0,Day,,Summer,0,6,Panas,Sedang,Lambat
0.808333,0.757579,0.568333,0.149883,3915.0,2,2011-06-09,6,Thursday,2,0.0,0.0,Day,,Summer,0,6,Panas,Sedang,Lambat
0.755,0.703292,0.605,0.140554,4586.0,2,2011-06-10,6,Friday,1,0.0,0.0,Day,,Summer,0,6,Panas,Sedang,Lambat
0.725,0.678038,0.654583,0.15485,4966.0,2,2011-06-11,6,Saturday,1,0.0,0.0,Day,,Summer,0,6,Panas,Sedang,Lambat
0.6925,0.643325,0.747917,0.163567,4460.0,2,2011-06-12,6,Sunday,1,0.0,0.0,Day,,Summer,0,6,Sedang,Tinggi,Lambat
0.635,0.601654,0.494583,0.30535,5020.0,2,2011-06-13,6,Monday,1,0.0,0.0,Day,,Summer,0,6,Sedang,Sedang,Sedang
0.604167,0.591546,0.507083,0.269283,4891.0,2,2011-06-14,6,Tuesday,1,0.0,0.0,Day,,Summer,0,6,Sedang,Sedang,Sedang
0.626667,0.587754,0.471667,0.167912,5180.0,2,2011-06-15,6,Wednesday,1,0.0,0.0,Day,,Summer,0,6,Sedang,Sedang,Lambat
0.628333,0.595346,0.688333,0.206471,3767.0,2,2011-06-16,6,Thursday,2,0.0,0.0,Day,,Summer,0,6,Sedang,Sedang,Sedang
0.649167,0.600383,0.735833,0.143029,4844.0,2,2011-06-17,6,Friday,1,0.0,0.0,Day,,Summer,0,6,Sedang,Tinggi,Lambat
0.696667,0.643954,0.670417,0.119408,5119.0,2,2011-06-18,6,Saturday,1,0.0,0.0,Day,,Summer,0,6,Sedang,Sedang,Lambat
0.699167,0.645846,0.666667,0.102,4744.0,2,2011-06-19,6,Sunday,2,0.0,0.0,Day,,Summer,0,6,Sedang,Sedang,Lambat
0.635,0.595346,0.74625,0.155475,4010.0,2,2011-06-20,6,Monday,2,0.0,0.0,Day,,Summer,0,6,Sedang,Tinggi,Lambat
0.680833,0.637646,0.770417,0.171025,4835.0,3,2011-06-21,6,Tuesday,2,0.0,0.0,Day,,Fall,0,6,Sedang,Tinggi,Lambat
0.733333,0.693829,0.7075,0.172262,4507.0,3,2011-06-22,6,Wednesday,1,0.0,0.0,Day,,Fall,0,6,Panas,Tinggi,Lambat
0.728333,0.693833,0.703333,0.238804,4790.0,3,2011-06-23,6,Thursday,2,0.0,0.0,Day,,Fall,0,6,Panas,Tinggi,Sedang
0.724167,0.656583,0.573333,0.222025,4991.0,3,2011-06-24,6,Friday,1,0.0,0.0,Day,,Fall,0,6,Panas,Sedang,Sedang
0.695,0.643313,0.483333,0.209571,5202.0,3,2011-06-25,6,Saturday,1,0.0,0.0,Day,,Fall,0,6,Sedang,Sedang,Sedang
0.68,0.637629,0.513333,0.0945333,5305.0,3,2011-06-26,6,Sunday,1,0.0,0.0,Day,,Fall,0,6,Sedang,Sedang,Lambat
